Power                   Time
1125.9715016171638	0.256
1125.9715016171638	0.268
1125.9715016171638	0.28
1125.9715016171638	0.292
1125.9715016171638	0.304
1125.9715016171638	0.316
1125.9715016171638	0.328
1125.9715016171638	0.34
1125.9715016171638	0.352
1125.9715016171638	0.364
1125.9715016171638	0.376
1125.9715016171638	0.388
1125.9715016171638	0.4
1125.9715016171638	0.412
1125.9715016171638	0.424
1125.9715016171638	0.436
1125.9715016171638	0.448
1125.9715016171638	0.46
1125.9715016171638	0.472
1125.9715016171638	0.484
1125.9715016171638	0.496
1125.9715016171638	0.508
1125.9715016171638	0.52
1125.9715016171638	0.532
1125.9715016171638	0.544
1125.9715016171638	0.556
1125.9715016171638	0.568
1125.9715016171638	0.58
1125.9715016171638	0.592
1125.9715016171638	0.604
1125.9715016171638	0.616
1125.9715016171638	0.628
1125.9715016171638	0.64
1125.9715016171638	0.652
1125.9715016171638	0.664
1125.9715016171638	0.676
1125.9715016171638	0.688
1125.9715016171638	0.7
1125.9715016171638	0.712
1125.9715016171638	0.724
1125.9715016171638	0.736
1125.9715016171638	0.748
1125.9715016171638	0.76
1125.9715016171638	0.772
1125.9715016171638	0.784
1125.9715016171638	0.796
1125.9715016171638	0.808
1125.9715016171638	0.82
1125.9715016171638	0.832
1125.9715016171638	0.844
1125.9715016171638	0.856
1125.9715016171638	0.868
1125.9715016171638	0.88
1125.9715016171638	0.892
1125.9715016171638	0.904
1125.9715016171638	0.916
1125.9715016171638	0.928
1125.9715016171638	0.94
1125.9715016171638	0.952
1125.9715016171638	0.964
1125.9715016171638	0.976
1125.9715016171638	0.988
1125.9715016171638	1.0
1125.9715016171638	1.012
1125.9715016171638	1.024
1125.9715016171638	1.036
1125.9715016171638	1.048
1125.9715016171638	1.06
1125.9715016171638	1.072
1125.9715016171638	1.084
1125.9715016171638	1.096
1125.9715016171638	1.108
1125.9715016171638	1.12
1125.9715016171638	1.132
1125.9715016171638	1.144
1125.9715016171638	1.156
1125.9715016171638	1.168
1125.9715016171638	1.18
1125.9715016171638	1.192
1125.9715016171638	1.204
1125.9715016171638	1.216
1125.9715016171638	1.228
1125.9715016171638	1.24
1125.9715016171638	1.252
1125.9715016171638	1.264
1125.9715016171638	1.276
1125.9715016171638	1.288
1125.9715016171638	1.3
1125.9715016171638	1.312
1125.9715016171638	1.324
1125.9715016171638	1.336
1125.9715016171638	1.348
1125.9715016171638	1.36
1125.9715016171638	1.372
1125.9715016171638	1.384
1125.9715016171638	1.396
1125.9715016171638	1.408
1125.9715016171638	1.42
1125.9715016171638	1.432
1125.9715016171638	1.444
1125.9715016171638	1.456
1125.9715016171638	1.468
1125.9715016171638	1.48
1125.9715016171638	1.492
1125.9715016171638	1.504
1125.9715016171638	1.516
1125.9715016171638	1.528
1125.9715016171638	1.54
1125.9715016171638	1.552
1125.9715016171638	1.564
1125.9715016171638	1.576
1125.9715016171638	1.588
1125.9715016171638	1.6
1125.9715016171638	1.612
1125.9715016171638	1.624
1125.9715016171638	1.636
1125.9715016171638	1.648
1125.9715016171638	1.66
1125.9715016171638	1.672
1125.9715016171638	1.684
1125.9715016171638	1.696
1125.9715016171638	1.708
1125.9715016171638	1.72
1125.9715016171638	1.732
1125.9715016171638	1.744
1125.9715016171638	1.756
1125.9715016171638	1.768
1125.9715016171638	1.78
1125.9715016171638	1.792
1125.9715016171638	1.804
1125.9715016171638	1.816
1125.9715016171638	1.828
1125.9715016171638	1.84
1125.9715016171638	1.852
1125.9715016171638	1.864
1125.9715016171638	1.876
1125.9715016171638	1.888
1125.9715016171638	1.9
1125.9715016171638	1.912
1125.9715016171638	1.924
1125.9715016171638	1.936
1125.9715016171638	1.948
1125.9715016171638	1.96
1125.9715016171638	1.972
1125.9715016171638	1.984
1125.9715016171638	1.996
1125.9715016171638	2.008
1125.9715016171638	2.02
1125.9715016171638	2.032
1125.9715016171638	2.044
1125.9715016171638	2.056
1128.85098367098	2.068
1131.808539708247	2.08
1134.8352258684165	2.092
1137.9207692224484	2.104
1141.053059410252	2.116
1144.2175801596593	2.128
1147.396963173376	2.14
1150.5703001580666	2.152
1153.7122540927812	2.164
1156.7926581040635	2.176
1159.7764244310913	2.188
1162.62380493037	2.2
1165.2911324863378	2.212
1167.7318341984164	2.224
1169.8978350517507	2.236
1171.7412620439206	2.248
1173.2163466498328	2.26
1174.2813637546863	2.272
1174.9003878412002	2.284
1175.0448730493363	2.296
1174.6949075898904	2.308
1173.8398941562657	2.32
1172.4788556059502	2.332
1170.62002589452	2.344
1168.2801594625153	2.356
1165.4837772251963	2.368
1162.262053080548	2.38
1158.65114286463	2.392
1154.6903771167144	2.404
1150.4208460139807	2.416
1145.8840008651857	2.428
1141.1201490103324	2.44
1136.167050827035	2.452
1131.0586395999549	2.464
1125.8241140932284	2.476
1120.4873554420117	2.488
1115.066502905795	2.5
1109.5738736142166	2.512
1104.0163589352078	2.524
1098.3961795266987	2.536
1092.711832179359	2.548
1086.9590112854246	2.56
1081.1313460221463	2.572
1075.221218684187	2.584
1069.2206670330374	2.596
1063.1224344652924	2.608
1056.92092608847	2.62
1050.6130142894942	2.632
1044.1990326177015	2.644
1037.6835279041768	2.656
1031.0755684721048	2.668
1024.3886633057098	2.68
1017.6406259101396	2.692
1010.8532337698672	2.704
1004.0515214796504	2.716
997.262744228072	2.728
990.5151811365198	2.74
983.8370008294828	2.752
977.2555150956173	2.764
970.7963134806564	2.776
964.4821972426455	2.788
958.3323742075885	2.8
952.361813357382	2.812
946.5807253974233	2.824
940.9942630846132	2.836
935.6027853260874	2.848
930.4022446003385	2.86
925.3845074286467	2.872
920.5377883852528	2.884
915.8472707892846	2.896
911.2958109143071	2.908
906.8645146364428	2.92
902.533109548738	2.932
898.2803342777484	2.944
894.0844908307831	2.956
889.9239389595073	2.968
885.7774781228728	2.98
881.6246288128514	2.992
877.4460493185868	3.004
873.2238265914708	3.016
868.9415093722291	3.028
864.5840684851976	3.04
